scheduler,arrived_pct,unalloc_gpu_pct,run
Random,2.0,97.99822923374113,0
Random,4.0,95.98599484867992,0
Random,6.0,93.98502897617509,0
Random,8.0,91.98535093367673,0
Random,10.0,89.99581455247905,0
Random,12.0,87.99549259497743,0
Random,14.0,85.99420476497095,0
Random,16.0,83.97198969735989,0
Random,18.0,81.98840952994196,0
Random,20.0,79.99162910495808,0
Random,22.0,77.99259497746296,0
Random,24.0,75.99388280746943,0
Random,26.0,73.99275595621383,0
Random,28.0,71.98776561493891,0
Random,30.0,69.99726336123639,0
Random,32.0,67.97987765614951,0
Random,34.0,65.99710238248564,0
Random,36.0,63.946877012234516,0
Random,38.0,61.96571152607868,0
Random,40.0,59.98696072118492,0
Random,42.0,57.995814552479196,0
Random,44.0,55.99195106245991,0
Random,46.0,53.99629748873163,0
Random,48.0,51.99066323245343,0
Random,50.0,49.99162910495826,0
Random,52.0,48.45396007726988,0
Random,54.0,46.504990341275054,0
Random,56.0,44.49919510624606,0
Random,58.0,42.761429491307226,0
Random,60.0,40.761912427559665,0
Random,62.0,39.024629748873274,0
Random,64.0,37.01899549259507,0
Random,66.0,35.025917578879714,0
Random,68.0,33.15437862202199,0
Random,70.0,31.158564069542923,0
Random,72.0,29.154700579523592,0
Random,74.0,27.2501609787509,0
Random,76.0,25.403895685769555,0
Random,78.0,23.40727623953645,0
Random,80.0,21.53090792015461,0
Random,82.0,19.53670315518358,0
Random,84.0,17.603670315518414,0
Random,86.0,15.671281390856453,0
Random,88.0,14.352060528010337,0
Random,90.0,13.592562781712855,0
Random,92.0,13.130070830650393,0
Random,94.0,12.845299420476536,0
Random,96.0,12.736960721184843,0
Random,98.0,12.627656149388319,0
Random,100.0,12.50740502253706,0
Random,102.0,12.490180296200938,0
Random,104.0,12.405505473277561,0
Random,106.0,12.338216355441117,0
Random,108.0,12.275434642627207,0
Random,110.0,12.213618802318123,0
Random,112.0,12.14777849323892,0
Random,114.0,12.071313586606596,0
Random,116.0,11.984063103670342,0
Random,118.0,11.966355441081806,0
Random,120.0,11.943657437218318,0
BestFit,2.0,97.99822923374111,0
BestFit,4.0,95.9859948486799,0
BestFit,6.0,93.98502897617504,0
BestFit,8.0,91.98535093367668,0
BestFit,10.0,89.99581455247905,0
BestFit,12.0,87.99549259497745,0
BestFit,14.0,85.99420476497104,0
BestFit,16.0,83.9719896973599,0
BestFit,18.0,81.98840952994198,0
