job_id,arrival_time,duration,gpu_milli,num_gpus
135,10105081.00,52.00,470,1
136,10107700.00,1257.00,160,1
137,10108119.00,5281.00,1000,1
138,10108195.00,191.00,1000,1
139,10108896.00,362.00,470,1
140,10110007.00,182.00,1000,1
141,10110042.00,304.00,1000,1
142,10110515.00,3660.00,1000,1
143,10112199.00,1381.00,1000,1
144,10114193.00,10191.00,230,1
145,10115077.00,1384.00,1000,1
146,10117363.00,1210.00,1000,1
147,10118303.00,190.00,470,1
148,10119177.00,176.00,1000,1
149,10119881.00,3427.00,1000,1
150,10121200.00,1741.00,1000,1
151,10122873.00,1019.00,460,1
152,10122912.00,692.00,470,1
153,10122966.00,1544.00,470,1
154,10123048.00,661.00,470,1
155,10123058.00,96.00,470,1
156,10123064.00,681.00,1000,1
157,10123510.00,75073.00,320,1
158,10123839.00,1218.00,1000,1
159,10125159.00,846.00,1000,1
160,10126505.00,696.00,470,1
161,10128880.00,1262.00,1000,1
162,10129654.00,5700.00,1000,1
163,10133439.00,664.00,1000,1
164,10133558.00,4861.00,1000,1
165,10134400.00,8341.00,1000,1
166,10135536.00,15118.00,1000,1
167,10137416.00,12674.00,230,1
168,10138838.00,1924.00,1000,1
169,10139527.00,145.00,1000,1
170,10139540.00,133.00,1000,1
171,10142678.00,421.00,1000,1
172,10143373.00,22260.00,160,1
173,10145662.00,15723.00,440,1
174,10150356.00,3299.00,460,1
175,10152278.00,3599.00,1000,1
176,10153572.00,20410.00,320,1
177,10153654.00,1200.00,1000,1
178,10164141.00,3578.00,230,1
179,10164277.00,941.00,1000,1
180,10164565.00,18764.00,220,1
181,10164722.00,7076.00,220,1
182,10165173.00,70080.00,460,1
183,10168027.00,3772.00,320,1
184,10168366.00,3626.00,1000,1
185,10168713.00,780.00,460,1
