scheduler,arrived_workload_pct,frag_rate,run
BestFit,60.0,24.70410477497496,1
BestFit,65.0,27.136987580920007,1
BestFit,70.0,30.245512553600882,1
BestFit,75.0,34.41062241507418,1
BestFit,80.0,40.840761763456,1
BestFit,85.0,51.45630894470147,1
BestFit,90.0,73.01942206403727,1
BestFit,95.0,99.58772117336578,1
BestFit,100.0,99.60513511959378,1
BestFit,105.0,99.61495282398009,1
BestFit,110.0,99.62731675403128,1
BestFit,115.0,99.63246445103037,1
BestFit,120.0,99.6598738296651,1
BestFit,5.0,15.197541771706117,2
BestFit,10.0,15.608130032951625,2
BestFit,15.0,15.899440116976557,2
BestFit,20.0,16.441047787305628,2
BestFit,25.0,16.86523585959544,2
BestFit,30.0,17.45962029883648,2
BestFit,35.0,18.117619274082443,2
BestFit,40.0,18.980438567436423,2
BestFit,45.0,20.032303846270814,2
BestFit,50.0,21.346704115409292,2
BestFit,55.0,22.90897891400185,2
BestFit,60.0,24.67773858890502,2
BestFit,65.0,27.176664858425546,2
BestFit,70.0,30.290627806590575,2
BestFit,75.0,35.02935999287713,2
BestFit,80.0,41.83852050854357,2
BestFit,85.0,52.76666340085776,2
BestFit,90.0,74.99438417775163,2
BestFit,95.0,99.62851885185799,2
BestFit,100.0,99.63566800255538,2
BestFit,105.0,99.639594330039,2
BestFit,110.0,99.64286975928277,2
BestFit,115.0,99.64589779147262,2
BestFit,120.0,99.64850571084554,2
BestFit,5.0,15.551297841877023,3
BestFit,10.0,15.815135091162585,3
BestFit,15.0,16.171946466759252,3
BestFit,20.0,16.738445795404253,3
BestFit,25.0,17.216768509734166,3
BestFit,30.0,17.81862402016056,3
BestFit,35.0,18.626867159863068,3
BestFit,40.0,19.5208067319426,3
BestFit,45.0,20.491573873855604,3
BestFit,50.0,21.642560016994118,3
BestFit,55.0,23.18806735196597,3
BestFit,60.0,25.143643631644085,3
BestFit,65.0,27.686660872921642,3
BestFit,70.0,31.15250569821521,3
BestFit,75.0,35.73367142383133,3
BestFit,80.0,42.61779361527665,3
BestFit,85.0,54.57833078741429,3
BestFit,90.0,76.92604721246376,3
BestFit,95.0,99.59772929418533,3
BestFit,100.0,99.61582044322971,3
BestFit,105.0,99.62295297862931,3
BestFit,110.0,99.63708129022079,3
BestFit,115.0,99.65658578730506,3
BestFit,120.0,99.66857478696933,3
BestFit,5.0,15.396791790170102,4
BestFit,10.0,15.725654268667858,4
BestFit,15.0,16.022450960222205,4
BestFit,20.0,16.64014843452358,4
BestFit,25.0,17.163667017700526,4
BestFit,30.0,17.737381745790305,4
BestFit,35.0,18.425557727706163,4
BestFit,40.0,19.257280960899305,4
BestFit,45.0,20.236206665114466,4
BestFit,50.0,21.395691275915905,4
BestFit,55.0,22.905532589817685,4
BestFit,60.0,24.607517004309134,4
BestFit,65.0,26.972089070304,4
BestFit,70.0,29.995961269326155,4
BestFit,75.0,34.51388064316217,4
BestFit,80.0,41.07685964879767,4
BestFit,85.0,51.91008683843534,4
BestFit,90.0,73.60803546063963,4
BestFit,95.0,99.6044686307926,4
BestFit,100.0,99.62735686688289,4
BestFit,105.0,99.6450808847981,4
BestFit,110.0,99.65327997912668,4
BestFit,115.0,99.66042167620401,4
BestFit,120.0,99.66890367433284,4
BestFit,5.0,15.196747556728196,5
BestFit,10.0,15.494164327336401,5
BestFit,15.0,15.75163808354196,5
BestFit,20.0,16.22861210431499,5
BestFit,25.0,16.77687205641311,5
BestFit,30.0,17.334953901394428,5
BestFit,35.0,18.192821284052485,5
BestFit,40.0,19.098916734628883,5
BestFit,45.0,20.144159429384636,5
BestFit,50.0,21.31503686587846,5
BestFit,55.0,22.822803462637957,5
BestFit,60.0,24.464166393177035,5
BestFit,65.0,26.795208660114422,5
BestFit,70.0,29.778842727233496,5
BestFit,75.0,34.00233099062188,5
BestFit,80.0,40.45544618908458,5
BestFit,85.0,51.442246743514296,5
BestFit,90.0,73.31950337650035,5
BestFit,95.0,99.62194967746943,5
BestFit,100.0,99.63013964192297,5
BestFit,105.0,99.63720557963433,5
BestFit,110.0,99.65454046619455,5
BestFit,115.0,99.66644696406306,5
BestFit,120.0,99.67752434482682,5
BestFit,5.0,15.28272173498616,6
BestFit,10.0,15.491003727672176,6
BestFit,15.0,15.78368262894933,6
BestFit,20.0,16.352432892689396,6
BestFit,25.0,16.81505193292538,6
BestFit,30.0,17.344319880465477,6
BestFit,35.0,18.20522106681421,6
BestFit,40.0,18.92915417280444,6
BestFit,45.0,19.912956144941376,6
BestFit,50.0,21.15680120638083,6
BestFit,55.0,22.677222184447206,6
BestFit,60.0,24.57109320133657,6
BestFit,65.0,26.93286198961795,6
BestFit,70.0,29.79515731876402,6
BestFit,75.0,34.07530469528363,6
BestFit,80.0,40.68222936716717,6
BestFit,85.0,51.28284713072344,6
BestFit,90.0,72.88061682522984,6
BestFit,95.0,99.6011594787554,6
BestFit,100.0,99.62433199624977,6
BestFit,105.0,99.63434781088033,6
BestFit,110.0,99.64670403724485,6
BestFit,115.0,99.6646054678302,6
BestFit,120.0,99.68123757717392,6
BestFit,5.0,15.051211387100189,7
BestFit,10.0,15.536330751962577,7
BestFit,15.0,15.84699099703962,7
BestFit,20.0,16.419200594632635,7
BestFit,25.0,16.90153726683294,7
BestFit,30.0,17.561317567886125,7
BestFit,35.0,18.249623058974134,7
BestFit,40.0,19.107581285917156,7
BestFit,45.0,20.05755555620199,7
BestFit,50.0,21.142453404507805,7
BestFit,55.0,22.772179803909616,7
BestFit,60.0,24.523138705106575,7
BestFit,65.0,26.933212497793946,7
BestFit,70.0,30.324144894265288,7
BestFit,75.0,34.62867942349446,7
BestFit,80.0,41.537739439126064,7
BestFit,85.0,52.49180969029992,7
BestFit,90.0,74.01828202484084,7
BestFit,95.0,99.62871261548291,7
BestFit,100.0,99.65138115006894,7
BestFit,105.0,99.6605379732712,7
BestFit,110.0,99.66573771821231,7
BestFit,115.0,99.67231221393207,7
BestFit,120.0,99.68172911259134,7
BestFit,5.0,15.175536979309513,8
BestFit,10.0,15.48691483403584,8
BestFit,15.0,15.770305222098497,8
BestFit,20.0,16.296082935316697,8
BestFit,25.0,16.762060340876587,8
BestFit,30.0,17.296687606690288,8
BestFit,35.0,18.120233197749442,8
BestFit,40.0,18.949174571001965,8
BestFit,45.0,19.806647891707772,8
BestFit,50.0,20.917660005207818,8
BestFit,55.0,22.19034689303241,8
BestFit,60.0,23.785054758180884,8
BestFit,65.0,26.09846905139925,8
BestFit,70.0,29.14200449254467,8
BestFit,75.0,33.27520717128977,8
BestFit,80.0,39.15902556471332,8
BestFit,85.0,48.95948055294245,8
BestFit,90.0,68.76962836925226,8
BestFit,95.0,99.62156714264464,8
BestFit,100.0,99.63786476608651,8
BestFit,105.0,99.65029268187183,8
BestFit,110.0,99.65321086735382,8
BestFit,115.0,99.65649603433545,8
BestFit,120.0,99.65828101253673,8
BestFit,5.0,15.323892209376371,9
BestFit,10.0,15.625352429085195,9
BestFit,15.0,15.920893152736268,9
BestFit,20.0,16.39314924770679,9
BestFit,25.0,16.88910341832588,9
BestFit,30.0,17.49066233558862,9
BestFit,35.0,18.22038597296371,9
BestFit,40.0,19.015548107635873,9
BestFit,45.0,20.12508595778106,9
BestFit,50.0,21.330503169252598,9
BestFit,55.0,22.74087709728002,9
BestFit,60.0,24.42925829913288,9
BestFit,65.0,26.894500876477128,9
BestFit,70.0,30.081561523296152,9
BestFit,75.0,34.52231311857441,9
BestFit,80.0,41.27414214258657,9
BestFit,85.0,52.09801985537271,9
BestFit,90.0,73.44469628704283,9
BestFit,95.0,99.619846250962,9
BestFit,100.0,99.63591098455656,9
BestFit,105.0,99.64111347723946,9
BestFit,110.0,99.651293465205,9
BestFit,115.0,99.66109899697734,9
BestFit,120.0,99.6704501263983,9
DotProd,5.0,15.888053196086679,0
DotProd,10.0,16.89457263557013,0
DotProd,15.0,17.266528435691246,0
DotProd,20.0,17.81060540600923,0
DotProd,25.0,18.51359870160011,0
DotProd,30.0,19.366194759309423,0
DotProd,35.0,20.39388963611666,0
DotProd,40.0,21.517019535762387,0
DotProd,45.0,23.316688713296273,0
DotProd,50.0,25.19339376555293,0
DotProd,55.0,27.28197581257421,0
DotProd,60.0,30.000458119131157,0
DotProd,65.0,33.37822616242194,0
DotProd,70.0,38.092034294576,0
DotProd,75.0,44.556663458299646,0
DotProd,80.0,55.202779192917816,0
DotProd,85.0,71.58381202103232,0
DotProd,90.0,99.54502180674505,0
DotProd,95.0,99.57021249260852,0
DotProd,100.0,99.57264392920473,0
DotProd,105.0,99.5744290755464,0
DotProd,110.0,99.57647670220211,0
DotProd,115.0,99.5799411271053,0
DotProd,120.0,99.58502056241169,0
DotProd,5.0,15.977394592944286,1
DotProd,10.0,16.742991573048894,1
DotProd,15.0,17.352241848144796,1
DotProd,20.0,17.844311594916643,1
DotProd,25.0,18.620792321919115,1
DotProd,30.0,19.576866532469754,1
DotProd,35.0,20.594157812264303,1
DotProd,40.0,21.67614468882258,1
DotProd,45.0,23.33440374158087,1
DotProd,50.0,24.88781956405637,1
DotProd,55.0,27.139397615552813,1
DotProd,60.0,29.80256089225415,1
DotProd,65.0,33.476415333319295,1
DotProd,70.0,38.241388806536456,1
DotProd,75.0,44.49864097331464,1
DotProd,80.0,54.14833360859919,1
DotProd,85.0,70.789361630491,1
DotProd,90.0,99.53266094374693,1
DotProd,95.0,99.57979848377515,1
DotProd,100.0,99.5825977726843,1
DotProd,105.0,99.58428586087844,1
DotProd,110.0,99.58601752434231,1
DotProd,115.0,99.59098424064172,1
DotProd,120.0,99.59670127762237,1
DotProd,5.0,15.934392272652612,2
DotProd,10.0,16.68942222109076,2
DotProd,15.0,17.23742109239541,2
DotProd,20.0,17.734409079429774,2
DotProd,25.0,18.491826015424937,2
DotProd,30.0,19.3854601434656,2
DotProd,35.0,20.250898341533926,2
DotProd,40.0,21.432074224334876,2
DotProd,45.0,23.047058742527714,2
DotProd,50.0,24.98435133047774,2
DotProd,55.0,27.500773372350416,2
DotProd,60.0,30.440610570128136,2
DotProd,65.0,34.19420076983631,2
DotProd,70.0,39.082974249629466,2
DotProd,75.0,46.13161217795326,2
DotProd,80.0,56.87875121754643,2
DotProd,85.0,74.29506381741618,2
DotProd,90.0,99.5767339884974,2
DotProd,95.0,99.58380039503622,2
DotProd,100.0,99.58665778447578,2
DotProd,105.0,99.5913467963317,2
DotProd,110.0,99.59422928845706,2
DotProd,115.0,99.59759380419418,2
DotProd,120.0,99.60031312089673,2
DotProd,5.0,16.02423598831156,3
DotProd,10.0,17.117517814847762,3
DotProd,15.0,17.597861194346514,3
DotProd,20.0,18.16948051248046,3
DotProd,25.0,18.935530557135348,3
DotProd,30.0,19.875594117011104,3
DotProd,35.0,20.99340167637676,3
DotProd,40.0,22.3661794003044,3
DotProd,45.0,23.742000563830796,3
DotProd,50.0,25.469283533958496,3
DotProd,55.0,27.499084443456272,3
DotProd,60.0,30.207690163421557,3
DotProd,65.0,33.70858648798996,3
DotProd,70.0,38.41839688305881,3
DotProd,75.0,45.05261984109133,3
DotProd,80.0,55.120106988034344,3
DotProd,85.0,72.34215502458541,3
DotProd,90.0,99.56186047601963,3
DotProd,95.0,99.58152370918381,3
DotProd,100.0,99.58459044456582,3
DotProd,105.0,99.58884683702587,3
DotProd,110.0,99.59493176698993,3
DotProd,115.0,99.60108543903631,3
DotProd,120.0,99.60632775302825,3
DotProd,5.0,16.051450327112967,4
DotProd,10.0,16.64046106063722,4
DotProd,15.0,17.452235379929363,4
DotProd,20.0,18.039694091591507,4
DotProd,25.0,18.748918624558904,4
DotProd,30.0,19.559006021599533,4
DotProd,35.0,20.616128799805434,4
DotProd,40.0,22.074525827493385,4
DotProd,45.0,23.61354410812946,4
DotProd,50.0,25.360008384287593,4
DotProd,55.0,27.55723445459234,4
DotProd,60.0,30.420971543451714,4
DotProd,65.0,33.78905478788095,4
DotProd,70.0,38.28773989789227,4
DotProd,75.0,45.21560101398895,4
DotProd,80.0,54.46014170406047,4
DotProd,85.0,70.31370604950158,4
DotProd,90.0,99.56786815246036,4
DotProd,95.0,99.58143706674232,4
DotProd,100.0,99.5853817190305,4
DotProd,105.0,99.59057309839521,4
DotProd,110.0,99.59356920551993,4
DotProd,115.0,99.5983144807761,4
DotProd,120.0,99.60651926657117,4
DotProd,5.0,15.81019955446274,5
DotProd,10.0,16.205740184681847,5
DotProd,15.0,17.17806979954832,5
DotProd,20.0,17.66406382947705,5
DotProd,25.0,18.38283906309014,5
DotProd,30.0,19.31186666972176,5
DotProd,35.0,20.451118912398204,5
DotProd,40.0,21.683845435541137,5
DotProd,45.0,23.193464946551664,5
DotProd,50.0,24.8601327063359,5
DotProd,55.0,27.052279236417498,5
DotProd,60.0,29.45428459746241,5
DotProd,65.0,32.93137592402503,5
DotProd,70.0,37.56594132373671,5
DotProd,75.0,45.20462749769189,5
DotProd,80.0,55.4939659480716,5
DotProd,85.0,72.61895500996825,5
DotProd,90.0,99.56488930872848,5
DotProd,95.0,99.57936870627941,5
DotProd,100.0,99.58272348686813,5
DotProd,105.0,99.58670070617069,5
DotProd,110.0,99.5927191628223,5
DotProd,115.0,99.59794693701376,5
DotProd,120.0,99.60492323538023,5
DotProd,5.0,15.918214875184516,6
DotProd,10.0,16.161760478730777,6
DotProd,15.0,17.13547527043832,6
DotProd,20.0,17.892127459962037,6
DotProd,25.0,18.831106639198854,6
DotProd,30.0,19.62410413783568,6
DotProd,35.0,20.96140073374133,6
DotProd,40.0,21.94840315683072,6
DotProd,45.0,23.307805859267376,6
DotProd,50.0,25.478282954233165,6
DotProd,55.0,27.755923149904245,6
DotProd,60.0,30.428880017111226,6
DotProd,65.0,34.114325910203256,6
DotProd,70.0,38.261824650868114,6
DotProd,75.0,44.887733488792385,6
DotProd,80.0,54.35494141321387,6
DotProd,85.0,70.05310331940305,6
DotProd,90.0,99.55124902694331,6
DotProd,95.0,99.58896808730479,6
DotProd,100.0,99.59889399629496,6
DotProd,105.0,99.60321395106362,6
DotProd,110.0,99.60622013630012,6
DotProd,115.0,99.61395670515685,6
DotProd,120.0,99.61771819221657,6
DotProd,5.0,15.815292739340583,7
DotProd,10.0,16.77176751719379,7
DotProd,15.0,17.155223366083163,7
DotProd,20.0,17.752194467213407,7
DotProd,25.0,18.468793298266846,7
DotProd,30.0,19.5206715262553,7
DotProd,35.0,20.48635722841786,7
DotProd,40.0,21.789113572274058,7
DotProd,45.0,23.541777746086463,7
DotProd,50.0,25.079838082091864,7
DotProd,55.0,27.601963990761536,7
DotProd,60.0,30.4756025860912,7
DotProd,65.0,34.063211770587245,7
DotProd,70.0,38.63382862510554,7
DotProd,75.0,45.27535761422969,7
DotProd,80.0,55.47488048145841,7
DotProd,85.0,72.73296239646587,7
DotProd,90.0,99.56305408444479,7
DotProd,95.0,99.58480096568351,7
DotProd,100.0,99.58954505415528,7
DotProd,105.0,99.59705610364303,7
DotProd,110.0,99.60216674379755,7
DotProd,115.0,99.606496323139,7
DotProd,120.0,99.60874736404979,7
DotProd,5.0,15.984521667781054,8
DotProd,10.0,17.072094325758492,8
DotProd,15.0,17.48127314072974,8
DotProd,20.0,17.959526433272973,8
DotProd,25.0,18.68158378580199,8
DotProd,30.0,19.751201827524515,8
DotProd,35.0,20.89348964259319,8
DotProd,40.0,22.091488573612214,8
DotProd,45.0,23.40433382627638,8
DotProd,50.0,25.390204342901253,8
DotProd,55.0,27.33504188129035,8
DotProd,60.0,30.161007019077918,8
DotProd,65.0,33.77563606515929,8
DotProd,70.0,38.32584417871182,8
DotProd,75.0,45.12056823367215,8
DotProd,80.0,54.593492365031224,8
DotProd,85.0,69.89510635398909,8
DotProd,90.0,99.54172789167248,8
DotProd,95.0,99.56355018648325,8
DotProd,100.0,99.57085552041211,8
DotProd,105.0,99.57350804736649,8
DotProd,110.0,99.57523644634803,8
DotProd,115.0,99.57782318454244,8
DotProd,120.0,99.57988769061234,8
DotProd,5.0,15.989192053330619,9
DotProd,10.0,16.590383291314016,9
DotProd,15.0,17.462487327639614,9
DotProd,20.0,17.9130155417303,9
DotProd,25.0,18.60838439681095,9
DotProd,30.0,19.385415430489243,9
DotProd,35.0,20.60397682962275,9
DotProd,40.0,22.062677771669822,9
DotProd,45.0,23.9301213769753,9
DotProd,50.0,25.79352345689525,9
DotProd,55.0,28.10635581914349,9
DotProd,60.0,30.84308660048169,9
DotProd,65.0,34.740039993246114,9
DotProd,70.0,39.37496426868444,9
DotProd,75.0,46.353274856816846,9
DotProd,80.0,56.81482072478919,9
DotProd,85.0,73.94010667519044,9
DotProd,90.0,99.58331777814776,9
DotProd,95.0,99.59978446903276,9
DotProd,100.0,99.60408478898422,9
DotProd,105.0,99.60852909868942,9
DotProd,110.0,99.61225717420793,9
DotProd,115.0,99.61560613468127,9
DotProd,120.0,99.61670830215677,9
Packing,5.0,14.031996024834104,0
Packing,10.0,14.360989100145074,0
Packing,15.0,14.633775747422295,0
Packing,20.0,15.274027401940248,0
Packing,25.0,15.726796222427447,0
Packing,30.0,16.1943751279283,0
Packing,35.0,16.7928225458882,0
Packing,40.0,17.495277154068813,0
Packing,45.0,18.326656473148482,0
Packing,50.0,19.396615229340917,0
Packing,55.0,20.559160235469108,0
Packing,60.0,21.982317302740114,0
Packing,65.0,23.83657067699632,0
Packing,70.0,26.382474736421646,0
Packing,75.0,30.21006710776183,0
Packing,80.0,35.37442795504024,0
Packing,85.0,43.86347004247276,0
Packing,90.0,62.10492598065086,0
Packing,95.0,99.37559926989366,0
Packing,100.0,99.40760629965989,0
Packing,105.0,99.42596227542144,0
Packing,110.0,99.4717854592337,0
Packing,115.0,99.52698863903568,0
Packing,120.0,99.59968426853341,0
Packing,5.0,13.948206097098193,1
Packing,10.0,14.225664531252907,1
Packing,15.0,14.589100813810429,1
Packing,20.0,15.228916757140787,1
Packing,25.0,15.649796595337168,1
Packing,30.0,16.151732043834045,1
Packing,35.0,16.649714869232508,1
Packing,40.0,17.332659945746094,1
Packing,45.0,18.156061079855395,1
Packing,50.0,18.96483331096626,1
Packing,55.0,20.073202563315775,1
Packing,60.0,21.53389732284727,1
Packing,65.0,23.319340472545676,1
Packing,70.0,25.727847162992347,1
Packing,75.0,29.210273880907984,1
Packing,80.0,34.384234975045516,1
Packing,85.0,42.515454428212244,1
