figure,source,role,policy,jobs_per_hr,seed,saturated,n_window_jobs,mean,p10,p50,p75,p90,p99,p99.9,p100
fig10,ours,baseline,max_min_fairness,2.2,0,False,1000,28.687348565843365,1.4697921142578125,6.670760633680556,21.442696940104167,83.89898350694446,295.762528125,378.0561461111507,817.7204861111111
fig10,ours,baseline,max_min_fairness,2.2,1,False,1000,24.823854207119414,1.4836528591579863,6.482084960937501,21.97407497829861,77.46756336805556,221.7979164930555,273.1476243923651,317.3076736111111
fig10,ours,baseline,max_min_fairness,2.2,2,False,1000,25.95009863922119,1.4437872856987846,6.509404568142362,19.85223904079861,73.83829166666668,257.9651315972222,368.31712947917384,447.5547916666667
fig10,ours,baseline,max_min_fairness,2.2,all,False,3000,26.487100470727988,1.4533880479600696,6.561285264756945,20.984444986979167,76.9825972222222,257.9651315972218,368.2471907291686,817.7204861111111
fig10,ours,baseline,max_min_fairness,2.4,0,False,1000,34.391257056681326,1.596215806749132,7.463587510850695,23.437482096354167,94.09986805555556,329.23360243055555,910.7663547917405,1729.1491666666666
fig10,ours,baseline,max_min_fairness,2.4,1,False,1000,32.055416539679634,1.5834676513671875,7.534962565104166,26.709931098090276,90.29855642361112,270.5435421875,549.7319100347439,790.7409722222222
fig10,ours,baseline,max_min_fairness,2.4,2,False,1000,40.05077895874024,1.5243516710069445,7.538959147135417,26.550500759548612,98.85976822916668,453.54500555555535,1491.0354388888968,1579.3026388888889
fig10,ours,baseline,max_min_fairness,2.4,all,False,3000,35.4991508517004,1.5612928873697918,7.534731987847222,25.422730577256946,95.68264756944443,326.0812822916665,1449.0183595833419,1729.1491666666666
fig10,ours,baseline,max_min_fairness,2.6,0,False,1000,70.54096020321315,1.5101938747829862,7.947951117621528,28.487107747395832,157.8345625,1015.9168493055546,2595.545770833415,3503.1858333333334
fig10,ours,baseline,max_min_fairness,2.6,1,False,1000,61.46319716033935,1.4888030598958335,7.160784776475694,26.74509765625,156.21371354166675,623.4917263888888,3971.6588680555615,4036.0180555555557
fig10,ours,baseline,max_min_fairness,2.6,2,False,1000,77.6584798465305,1.5155002983940973,7.410693630642362,25.982347005208332,122.51816753472225,992.6619888888877,4295.768258333396,4992.7733333333335
fig10,ours,baseline,max_min_fairness,2.6,all,False,3000,69.88754573669434,1.5071288113064236,7.435003255208333,27.289216037326387,144.53397916666648,896.3743249999915,3986.5731055555657,4992.7733333333335
fig10,ours,baseline,max_min_fairness,2.8,0,True,999,127.15698344944609,1.5902801106770834,7.9568603515625,28.630526258680554,157.83996875,1697.0863222222213,5628.770408888946,6482.264444444444
fig10,ours,baseline,max_min_fairness,2.8,1,False,1000,194.69035921281602,1.5370558268229169,7.280728624131944,27.356608072916664,159.47946875,3105.1415388888877,11749.852526667357,19410.266666666666
fig10,ours,baseline,max_min_fairness,2.8,2,False,998,178.657909158228,1.5226489935980903,7.611993001302084,25.575406901041667,121.14236979166674,2723.5667361111027,16472.37830111317,29603.042222222222
