figure,source,role,policy,jobs_per_hr,seed,saturated,n_window_jobs,mean,p10,p50,p75,p90,p99,p99.9,p100
fig9,ours,baseline,max_min_fairness,2.4,2,False,1000,24.103526752760143,1.4373168674045138,6.464513888888889,19.56399685329861,76.42191145833334,231.73141805555554,265.8004409201391,268.46092013888887
fig9,ours,baseline,max_min_fairness,2.4,all,False,3000,23.010243429814093,1.3592512885199652,5.996065538194444,18.692990993923612,71.13451822916664,214.04298663194382,265.0263971527779,285.08116319444446
fig9,ours,baseline,max_min_fairness,2.8,0,False,1000,23.836001753743492,1.391739217122396,5.967903103298611,19.232337782118055,75.36563454861115,211.8247612847222,270.49727956597377,287.91565972222224
fig9,ours,baseline,max_min_fairness,2.8,1,False,1000,21.067978579067653,1.2727630886501735,5.664075520833333,17.338850640190973,64.09833289930556,205.2788282986111,247.0061489930563,255.52508680555556
fig9,ours,baseline,max_min_fairness,2.8,2,False,1000,24.12823926896837,1.428033650716146,6.443285590277778,19.28401150173611,75.45572048611113,233.44668420138885,266.38079199652816,270.84887152777776
fig9,ours,baseline,max_min_fairness,2.8,all,False,3000,23.010739867259836,1.3651279839409722,5.995837673611112,18.697513020833334,71.09516666666663,212.91453437499894,266.38042296875085,287.91565972222224
fig9,ours,baseline,max_min_fairness,3.2,0,False,1000,23.80071983428955,1.371043687608507,6.004439290364584,19.430001085069442,75.01014756944446,210.98697604166665,269.6114015798629,289.39595486111114
fig9,ours,baseline,max_min_fairness,3.2,1,False,1000,21.149803960876465,1.2825073784722223,5.639768608940972,17.414738498263887,63.98231553819447,205.15300885416667,250.58420111111138,253.4976736111111
fig9,ours,baseline,max_min_fairness,3.2,2,False,1000,24.07738015370687,1.4042500542534722,6.467830946180555,19.216400282118055,75.75684635416667,232.7818911458333,270.3406456076389,270.5693576388889
fig9,ours,baseline,max_min_fairness,3.2,all,False,3000,23.00930131629096,1.363612019856771,6.028214789496527,18.683082139756944,71.11102039930553,212.53639704861018,269.5923460416668,289.39595486111114
fig9,ours,baseline,max_min_fairness,3.6,0,False,1000,23.77474551083035,1.3913061659071182,6.004502224392361,19.31584147135417,74.71446701388889,210.49770850694443,267.34485678819664,291.56975694444446
fig9,ours,baseline,max_min_fairness,3.6,1,False,1000,21.18283666446262,1.3250816786024309,5.620652126736111,17.4958251953125,64.09813888888888,204.82457534722218,250.7172592187504,255.2115625
fig9,ours,baseline,max_min_fairness,3.6,2,False,1000,24.164495998806423,1.4030063883463542,6.3887535264756945,19.180918511284723,76.02887239583333,232.62488802083334,269.6762948784727,274.4386284722222
fig9,ours,baseline,max_min_fairness,3.6,all,False,3000,23.040692724699795,1.3726929931640626,5.972075737847222,18.534894205729167,70.72807465277775,212.32277222222112,267.3229585590282,291.56975694444446
fig9,ours,baseline,max_min_fairness,4.0,0,False,1000,23.73842321346707,1.3927639702690973,6.018303765190972,19.113140733506945,74.62826649305558,213.11253125,266.7327909722244,291.3047222222222
fig9,ours,baseline,max_min_fairness,4.0,1,False,1000,21.132386632147895,1.2859771185980904,5.518808865017361,17.42382785373264,63.663654079861125,204.72753576388888,249.22031786458393,255.69489583333333
fig9,ours,baseline,max_min_fairness,4.0,2,False,1000,24.211348879224992,1.4167696804470487,6.496872287326389,19.28160915798611,75.87173524305558,234.14475694444445,271.7393163020836,274.24755208333335
fig9,ours,baseline,max_min_fairness,4.0,all,False,3000,23.027386241613314,1.3568073187934027,6.001659884982639,18.6312255859375,71.01998524305553,213.77377829861038,266.71322305555657,291.3047222222222
fig9,ours,baseline,max_min_fairness,4.4,0,False,1000,23.974707586466472,1.4396561957465277,6.031533745659722,19.244571940104166,76.95165711805556,213.3964348958333,263.8577138541691,291.0235416666667
fig9,ours,baseline,max_min_fairness,4.4,1,False,1000,21.319268312717014,1.3418275146484375,5.761941189236111,17.661532389322918,64.63914409722224,205.03184322916667,249.6156288020839,255.81114583333334
fig9,ours,baseline,max_min_fairness,4.4,2,False,1000,24.52241034830729,1.422158433702257,6.59830078125,19.60164279513889,76.7660703125,236.09018663194445,276.69255854166704,280.7054166666667
fig9,ours,baseline,max_min_fairness,4.4,all,False,3000,23.27212874916359,1.406783447265625,6.108854166666667,18.931832139756942,71.14800173611108,216.70330989583303,271.32835166666774,291.0235416666667
fig9,ours,baseline,max_min_fairness,4.8,0,False,1000,38.425121096937396,1.80356787109375,8.299576009114583,29.096868489583333,124.71233680555555,369.50895694444444,500.27368659722356,514.8831597222222
fig9,ours,baseline,max_min_fairness,4.8,1,False,1000,42.59255402235243,2.2563260769314235,11.327690972222221,36.09207899305556,134.6301623263889,376.9736121527778,464.3268203819474,497.67631944444446
fig9,ours,baseline,max_min_fairness,4.8,2,False,1000,26.5698310285102,1.45336474609375,6.696055230034722,20.265897352430557,77.63042013888898,270.69517777777776,313.29829781250027,316.0378125
fig9,ours,baseline,max_min_fairness,4.8,all,False,3000,35.86250204926667,1.7401590440538197,8.774014485677084,29.355426432291665,106.72171875,358.12109618055536,464.3268203819512,514.8831597222222
fig9,ours,baseline,max_min_fairness,5.2,0,False,1000,66.48647729119196,2.779166639539931,14.441107313368056,49.41402452256944,204.8712013888889,654.9527625,806.4466488888951,875.4570138888889
fig9,ours,baseline,max_min_fairness,5.2,1,False,1000,68.49902038560657,3.242855929904514,16.597256944444446,53.02737738715278,206.38968055555557,735.5864180555554,964.5208720138899,976.0063888888889
fig9,ours,baseline,max_min_fairness,5.2,2,False,1000,48.144031519436304,2.19290582953559,10.804855143229167,35.62744737413195,142.52652430555557,505.5850083333331,645.2825849305588,681.0261805555556
fig9,ours,baseline,max_min_fairness,5.2,all,False,3000,61.04317639874494,2.6233520779079864,13.872875434027778,47.70366753472222,183.17924999999997,650.6546229166662,806.446648888903,976.0063888888889
fig9,ours,baseline,max_min_fairness,5.6,0,False,1000,98.5103060909017,3.918972493489583,19.865704210069445,69.24655815972221,296.6129340277779,1055.6603430555556,1346.8065834722267,1396.9509722222222
fig9,ours,baseline,max_min_fairness,5.6,1,False,1000,96.7253876063368,4.191058349609375,21.218121744791667,67.81561414930556,273.95666840277784,1192.9509888888886,1650.0709950000048,1701.98625
fig9,ours,baseline,max_min_fairness,5.6,2,False,1000,82.2228684547933,3.3576966959635417,17.963687065972223,57.696553819444446,252.21435416666668,911.2226958333332,1120.4339753472227,1125.0990972222223
fig9,ours,baseline,max_min_fairness,5.6,all,False,3000,92.4861873840106,3.806132459852431,19.721200086805556,65.86529839409722,273.6541527777776,1033.555520833333,1346.8065834722324,1701.98625
fig9,ours,baseline,max_min_fairness,6.0,0,False,1000,135.84568505208333,4.844646864149306,25.199976128472223,88.19876085069444,394.75519444444456,1605.7944458333334,2186.075923055581,2470.0480555555555
fig9,ours,baseline,max_min_fairness,6.0,1,False,1000,129.3345936420356,5.126417100694444,25.727982855902777,82.71639322916667,349.0990451388889,1781.168133333333,2596.5214463888947,2661.791388888889
fig9,ours,baseline,max_min_fairness,6.0,2,False,1000,121.70177259494359,4.358049967447917,24.486580946180553,79.1548459201389,363.1523229166667,1459.9251555555552,2007.5795168055588,2045.5305555555556
fig9,ours,baseline,max_min_fairness,6.0,all,False,3000,128.96068376302082,4.833182020399305,25.03189453125,82.69905598958333,367.33002083333315,1597.6290305555538,2186.075923055613,2661.791388888889
fig9,ours,baseline,max_min_fairness,6.4,0,False,1000,180.64939638536242,5.672400987413194,29.591542968749998,104.44144531250001,494.12156944444456,2400.703775,3528.6028941667173,4087.6041666666665
fig9,ours,baseline,max_min_fairness,6.4,1,False,1000,168.24791111083982,6.108909342447917,30.357310112847223,98.26459852430555,428.42476041666674,2556.712627777777,3902.982028611116,3961.618611111111
fig9,ours,baseline,max_min_fairness,6.4,2,False,1000,168.074731536594,5.475264865451389,30.15884765625,98.06212673611111,480.6566041666667,2299.7944749999992,3413.3533891666707,3456.1441666666665
fig9,ours,baseline,max_min_fairness,6.4,all,False,3000,172.32401301093208,5.762908420138889,30.08318359375,100.14158203125001,463.3601562499999,2433.5836472222086,3528.4182133334098,4087.6041666666665
fig9,ours,baseline,max_min_fairness,6.8,0,False,1000,237.78869296766496,6.612957031250001,34.20321723090278,122.43870442708334,590.8037986111115,3526.9000888888886,5501.935165000093,6528.295
fig9,ours,baseline,max_min_fairness,6.8,1,False,1000,215.96446938069658,6.94402294921875,34.84810004340278,113.87014539930556,516.808982638889,3569.69226111111,5885.728429444446,5906.914444444445
fig9,ours,baseline,max_min_fairness,6.8,2,False,1000,225.11043559733073,6.421271701388889,35.52447374131945,116.07342230902778,601.1868750000001,3513.671522222221,5596.194061111111,5600.251111111111
fig9,ours,baseline,max_min_fairness,6.8,all,False,3000,226.28786598189743,6.678141872829862,34.852299262152776,117.28543402777778,563.4537951388887,3568.8730638888846,5600.53656722228,6528.295
fig9,ours,baseline,max_min_fairness,7.2,0,False,999,301.63884904571455,7.235539605034722,38.54871527777778,139.60463541666667,691.0046250000003,4981.208066666665,8335.80282333334,8440.615555555556
fig9,ours,baseline,max_min_fairness,7.2,1,False,1000,274.9576642445204,7.614222764756945,38.59037543402778,127.60283420138889,613.2738055555557,4988.394483333333,8820.836348888895,8907.653888888888
fig9,ours,baseline,max_min_fairness,7.2,2,False,998,282.10787732528865,7.300847330729167,40.70821831597222,133.18250651041666,696.3019444444452,4987.924005555556,7198.865842222222,7203.392222222222
fig9,ours,baseline,max_min_fairness,7.2,all,False,2997,286.23241108169077,7.468841145833333,38.94023003472222,133.7166579861111,663.5703472222223,4988.037933333333,8336.012868888927,8907.653888888888
fig9,ours,baseline,max_min_fairness,7.6,0,True,997,367.679870095584,7.869120117187501,41.688823784722224,153.67461805555556,791.7683472222218,6963.826555555554,9783.507906666733,10283.753333333334
fig9,ours,baseline,max_min_fairness,7.6,1,True,998,323.6852978613477,8.443098198784723,42.29029296875,140.56146918402777,709.1743611111112,6193.9942444444305,8178.093405000019,8297.203333333333
fig9,ours,baseline,max_min_fairness,7.6,2,True,996,350.1936614655236,8.225158148871529,44.65598090277778,148.12422309027778,760.7401736111111,6105.527249999939,10067.089711111117,10112.802222222223
fig9,ours,baseline,max_min_fairness,7.6,all,True,2991,347.17741376482235,8.271722005208334,42.749340277777776,147.44204861111112,752.9172222222222,6723.427555555534,9877.248600000043,10283.753333333334
fig9,ours,baseline,max_min_fairness,8.0,0,True,991,395.21431306399523,8.505303276909721,45.16417100694444,163.3779427083333,859.500625,6347.692611111116,10300.105700000027,10565.22
fig9,ours,baseline,max_min_fairness,8.0,1,True,993,353.4248228372807,9.05496365017361,45.69721354166666,152.89083333333335,782.7100416666673,6209.268933333359,10269.122951111112,10276.102222222222
fig9,ours,baseline,max_min_fairness,8.0,2,True,986,328.61606223208906,8.714918077256943,47.891879340277775,159.48658854166666,797.5302083333333,4826.729499999997,7995.966016666737,8691.880555555555
fig9,ours,baseline,max_min_fairness,8.0,all,True,2970,359.13254905208044,8.819564019097223,45.816134982638886,158.78967881944442,811.4345069444437,5566.129799999998,10269.284768888892,10565.22
fig9,ours,gavel,max_min_fairness_perf,0.4,0,False,1000,17.971692892625597,1.046693386501736,5.320995008680556,14.196318630642361,59.23279947916671,150.21707274305555,160.6718654861117,167.09689236111112
fig9,ours,gavel,max_min_fairness_perf,0.4,1,False,1000,16.734252421400285,1.0240760972764757,4.8956933593750005,13.144750434027777,52.97943923611112,148.66524513888888,163.1628884548615,167.31454861111112
fig9,ours,gavel,max_min_fairness_perf,0.4,2,False,1000,18.558232722676593,1.0998614976671008,5.554820149739584,14.580464409722222,60.748765625000004,150.71131805555555,164.53035000000023,166.891875
fig9,ours,gavel,max_min_fairness_perf,0.4,all,False,3000,17.75472601223416,1.0547227647569444,5.235729437934028,14.137455240885416,57.21717838541665,150.4726138888889,164.53035000000048,167.31454861111112
fig9,ours,gavel,max_min_fairness_perf,0.8,0,False,1000,17.97224973276774,1.262781941731771,5.015356174045139,14.447756618923611,60.285412760416705,150.16063281249998,161.04394199652813,164.94730902777778
fig9,ours,gavel,max_min_fairness_perf,0.8,1,False,1000,16.738041539035375,1.2182037624782986,4.948439670138889,12.987650010850693,52.50809592013889,148.61324513888886,163.84724059027778,164.05637152777777
fig9,ours,gavel,max_min_fairness_perf,0.8,2,False,1000,18.617743307596843,1.2289365912543402,5.394523111979167,14.909245062934028,60.957228732638896,151.31795729166666,164.48999277777793,166.18246527777777
fig9,ours,gavel,max_min_fairness_perf,0.8,all,False,3000,17.776011526466654,1.239693101671007,5.084712456597222,14.107772623697917,56.723822916666634,150.48733576388884,164.05680345486118,166.18246527777777
fig9,ours,gavel,max_min_fairness_perf,1.2,0,False,1000,17.954901190558537,1.3365531955295138,4.747183702256944,14.265649142795137,59.24020312500005,150.44429895833332,160.33959600694487,164.94835069444446
fig9,ours,gavel,max_min_fairness_perf,1.2,1,False,1000,16.696814507751462,1.3013916693793401,4.824285753038195,13.056108940972223,52.62911892361112,149.0747970486111,164.033879201389,165.09951388888888
fig9,ours,gavel,max_min_fairness_perf,1.2,2,False,1000,18.597969507649736,1.341605943467882,5.412803548177083,14.597794867621527,60.93450694444445,151.36533090277777,165.0928523958335,166.72833333333332
fig9,ours,gavel,max_min_fairness_perf,1.2,all,False,3000,17.74989506865325,1.3239521213107641,4.969723849826389,14.04041476779514,56.37212630208331,150.9251138888889,164.9484935590278,166.72833333333332
fig9,ours,gavel,max_min_fairness_perf,1.6,0,False,1000,17.761334615478518,1.3250527750651042,4.787576226128472,14.146705729166667,59.125140625000014,148.08802951388887,160.73504206597266,165.54659722222223
fig9,ours,gavel,max_min_fairness_perf,1.6,1,False,1000,16.633996515333386,1.252522420247396,4.699490831163194,12.941758626302084,52.60184678819446,148.9505317708333,164.0690942361111,164.10079861111112
fig9,ours,gavel,max_min_fairness_perf,1.6,2,False,1000,18.424849176330568,1.2312424994574653,5.220305447048611,14.734177517361111,60.60865842013889,151.08462743055557,162.71859038194475,166.14928819444444
fig9,ours,gavel,max_min_fairness_perf,1.6,all,False,3000,17.60672676904749,1.2659798719618056,4.889839409722223,13.892885742187499,56.376039496527774,150.68944357638887,164.0690942361111,166.14928819444444
fig9,ours,gavel,max_min_fairness_perf,2.0,0,False,1000,17.126591985304092,1.195016370985243,4.4119361707899305,14.163625759548612,55.87711371527778,144.73344756944442,161.03451927083373,165.44520833333334
fig9,ours,gavel,max_min_fairness_perf,2.0,1,False,1000,16.31573588751899,1.1856998291015626,4.710517035590278,12.72725613064236,52.46913671875001,149.24748090277777,163.54292937500009,164.6309375
fig9,ours,gavel,max_min_fairness_perf,2.0,2,False,1000,17.834680832214357,1.2119204372829862,5.0723291015625005,14.005684678819446,58.20664366319447,141.39575894097223,162.8259920138892,166.47060763888888
fig9,ours,gavel,max_min_fairness_perf,2.0,all,False,3000,17.09233623501248,1.198217000325521,4.766253526475694,13.464562174479166,54.98137803819443,147.8426835069443,163.5429293750002,166.47060763888888
fig9,ours,gavel,max_min_fairness_perf,2.4,0,False,1000,16.563501922539608,1.1761798773871528,4.264909125434028,13.811384006076388,53.80927951388889,143.87405598958333,164.60769140625007,165.5446875
fig9,ours,gavel,max_min_fairness_perf,2.4,1,False,1000,15.601591593068441,1.108262396918403,4.27447496202257,12.591577148437501,51.76463758680556,130.7191514756943,163.57825324652788,164.55621527777777
fig9,ours,gavel,max_min_fairness_perf,2.4,2,False,1000,17.109675616251625,1.152546373155382,4.932164713541667,13.78981228298611,55.218609375000064,143.19916831597223,162.81534053819482,166.97116319444444
fig9,ours,gavel,max_min_fairness_perf,2.4,all,False,3000,16.424923043953225,1.1519083251953126,4.49420654296875,13.080406358506945,53.35805642361109,143.7020651909722,164.5562658159722,166.97116319444444
fig9,ours,gavel,max_min_fairness_perf,2.8,0,False,1000,16.299858977796767,1.0835757581922745,4.291369222005208,13.441965060763888,54.05713454861112,145.40495885416667,165.19349192708387,171.09270833333332
fig9,ours,gavel,max_min_fairness_perf,2.8,1,False,1000,14.99384813724094,1.0195690917968752,4.137449001736111,12.332477756076388,47.177017795138894,131.22619088541651,163.4041138715279,164.77355902777776
fig9,ours,gavel,max_min_fairness_perf,2.8,2,False,1000,16.673945716552733,1.1496995171440971,4.699635687934028,13.476783854166666,53.900156684027785,143.9642465277778,164.1051649652784,170.9126215277778
fig9,ours,gavel,max_min_fairness_perf,2.8,all,False,3000,15.989217610530147,1.087229437934028,4.313106282552083,12.878202311197917,52.392583767361096,144.63388255208315,164.77397305555562,171.09270833333332
fig9,ours,gavel,max_min_fairness_perf,3.2,0,False,1000,16.32814022225274,1.0483175455729166,4.288767632378472,13.216593695746527,53.74096006944445,149.30436996527777,169.34001684027854,177.95934027777778
fig9,ours,gavel,max_min_fairness_perf,3.2,1,False,1000,14.74077693021986,1.005304226345486,3.958518337673611,12.07898952907986,45.338082031250025,132.4681166666665,164.271124201389,165.53295138888888
fig9,ours,gavel,max_min_fairness_perf,3.2,2,False,1000,16.627475390862358,1.092982421875,4.527049967447916,13.661514756944444,54.613000868055565,145.1912881076389,169.593128454862,179.7253298611111
fig9,ours,gavel,max_min_fairness_perf,3.2,all,False,3000,15.898797514444986,1.0485577799479167,4.248510064019097,12.825736762152777,49.3595308159722,146.12037725694367,169.33164048611116,179.7253298611111
fig9,ours,gavel,max_min_fairness_perf,3.6,0,False,1000,16.59739106947157,1.0666722886827258,4.242575005425348,13.551405707465278,54.33570355902778,152.67180381944442,177.2192716840285,185.38902777777778
fig9,ours,gavel,max_min_fairness_perf,3.6,1,False,1000,14.74861603418986,0.9919665934244792,3.9029804144965277,12.038962131076389,45.487113715277786,137.41998515624988,165.6269688368056,166.15430555555557
fig9,ours,gavel,max_min_fairness_perf,3.6,2,False,1000,16.823270780673557,1.0832142062717014,4.601901041666666,13.49939181857639,51.93195659722227,151.68925208333334,177.35387552083438,188.96083333333334
fig9,ours,gavel,max_min_fairness_perf,3.6,all,False,3000,16.056425961444997,1.043512437608507,4.233611789279514,13.066544325086806,49.4775876736111,151.6818963541666,177.21122491319448,188.96083333333334
fig9,ours,gavel,max_min_fairness_perf,4.0,0,False,1000,17.025730080125598,1.0188445502387153,4.294825303819444,13.718865288628471,55.18786111111111,155.93311788194444,187.4089707986118,194.9312673611111
fig9,ours,gavel,max_min_fairness_perf,4.0,1,False,1000,14.892990191311306,1.0366059773763021,4.006322292751737,12.169466417100693,45.704676649305554,142.97440008680547,167.5196470138892,170.8265451388889
fig9,ours,gavel,max_min_fairness_perf,4.0,2,False,1000,17.22237218685574,1.0797446695963542,4.6262858072916675,13.839193250868055,52.279838541666685,159.7520942708333,185.80767859375138,201.1271875
fig9,ours,gavel,max_min_fairness_perf,4.0,all,False,3000,16.380364152764212,1.045055447048611,4.280320909288195,13.333478461371527,50.224905815972214,155.27709184027762,185.79395284722253,201.1271875
fig9,ours,gavel,max_min_fairness_perf,4.4,0,False,1000,17.74743799806383,1.047912116156684,4.457349853515625,14.29023193359375,55.55234895833335,164.63072916666664,199.08860729166744,207.79135416666668
fig9,ours,gavel,max_min_fairness_perf,4.4,1,False,1000,15.22221035817464,1.0098243611653646,4.070656195746528,12.843489854600694,46.19231857638889,149.18653315972222,173.97663631944494,179.49631944444445
fig9,ours,gavel,max_min_fairness_perf,4.4,2,False,1000,17.94005213097466,1.1203970811631945,4.763035753038195,14.19075412326389,53.451049913194495,172.52657899305555,196.42662822916785,209.77760416666666
fig9,ours,gavel,max_min_fairness_perf,4.4,all,False,3000,16.969900162404375,1.0524526774088543,4.428143446180556,13.854972330729167,52.16196918402777,158.65111024305543,196.41593052083385,209.77760416666666
fig9,ours,gavel,max_min_fairness_perf,4.8,0,False,1000,19.164386869676378,1.160807861328125,4.830846354166667,15.625378960503472,60.455530381944484,176.3803439236111,211.5524161631955,223.15835069444444
fig9,ours,gavel,max_min_fairness_perf,4.8,1,False,1000,16.147905585751,1.0933643256293404,4.399487847222222,13.521459418402777,48.96536848958334,156.25897048611108,187.2522762152785,195.28434027777777
fig9,ours,gavel,max_min_fairness_perf,4.8,2,False,1000,18.85148728861491,1.1647159016927082,4.8562939453125,15.099490288628472,55.73780034722224,181.97624374999995,212.58509322916746,221.38479166666667
fig9,ours,gavel,max_min_fairness_perf,4.8,all,False,3000,18.054593248014097,1.1438057454427084,4.726114095052083,14.695388997395835,55.202027777777765,169.95609704861096,211.54183409722245,223.15835069444444
fig9,ours,gavel,max_min_fairness_perf,5.2,0,False,1000,22.26934042734782,1.3373084716796877,5.721854926215277,18.701917317708332,70.01109982638899,199.49587239583323,251.0996201041673,257.95244791666664
fig9,ours,gavel,max_min_fairness_perf,5.2,1,False,1000,19.252957011990016,1.267869927300347,5.408729383680556,16.440629611545138,60.419022569444465,172.16519791666664,208.66927904514026,223.74920138888888
fig9,ours,gavel,max_min_fairness_perf,5.2,2,False,1000,20.348006588982475,1.138894266764323,5.181859537760417,16.004874131944444,59.12294748263892,203.25286649305554,228.2334371180565,238.48321180555556
fig9,ours,gavel,max_min_fairness_perf,5.2,all,False,3000,20.623434676106772,1.2401494547526042,5.359702690972222,16.92547688802083,63.41598480902777,189.33259062499982,238.10546493055563,257.95244791666664
fig9,ours,gavel,max_min_fairness_perf,5.6,0,False,1000,29.287480906032986,1.6126900906032986,7.248449435763889,23.924258355034723,91.598359375,266.2984211805555,314.1614996527806,345.03996527777775
fig9,ours,gavel,max_min_fairness_perf,5.6,1,False,1000,27.313362732306583,1.666145033094618,7.446160753038194,24.034434678819444,83.02235677083334,242.51788958333333,289.2435137500023,315.4046875
fig9,ours,gavel,max_min_fairness_perf,5.6,2,False,1000,22.678443608839245,1.2921037733289933,5.738866644965277,17.153887532552083,67.81557074652778,227.00212482638887,259.9834551736119,268.8811111111111
fig9,ours,gavel,max_min_fairness_perf,5.6,all,False,3000,26.42642908239294,1.504088406032986,6.815706922743056,22.34701388888889,81.10333593749993,244.5689519097222,309.6324193402787,345.03996527777775
fig9,ours,gavel,max_min_fairness_perf,6.0,0,False,1000,42.17788914543999,2.1503795572916666,10.063268771701388,33.748196614583335,130.47106684027779,401.58660729166655,489.6878762152799,513.3737152777778
fig9,ours,gavel,max_min_fairness_perf,6.0,1,False,1000,41.73538155456542,2.2696744927300347,10.819742296006943,36.33676161024305,129.2561857638889,375.38208055555543,477.07290527778065,509.3209027777778
fig9,ours,gavel,max_min_fairness_perf,6.0,2,False,1000,28.474646666259765,1.5265071207682293,6.981231282552084,22.23071234809028,85.78239236111115,271.0599961805555,329.5760713888899,340.53232638888886
fig9,ours,gavel,max_min_fairness_perf,6.0,all,False,3000,37.4626391220884,1.928256293402778,9.330934787326388,31.130972222222223,112.39951215277777,368.4046586805552,477.05324854166923,513.3737152777778
fig9,ours,gavel,max_min_fairness_perf,6.4,0,False,1000,60.678622419908315,2.6635716688368056,12.69429416232639,45.60983506944444,185.92594965277786,615.7923451388888,878.6316931250076,962.5325
fig9,ours,gavel,max_min_fairness_perf,6.4,1,False,1000,58.50746858662923,2.7759913736979165,13.727341037326388,44.72781358506944,174.7536562500001,617.8016034722222,892.0609515277788,903.9727777777778
fig9,ours,gavel,max_min_fairness_perf,6.4,2,False,1000,42.984415171508786,1.9852367350260418,9.801080729166667,31.813623046875,130.8716649305556,423.1657649305555,496.53434687500635,566.6096875
fig9,ours,gavel,max_min_fairness_perf,6.4,all,False,3000,54.05683539268212,2.4091382921006947,12.025853949652777,40.89576714409722,158.53428819444426,547.6006281249968,878.5612096527806,962.5325
fig9,ours,gavel,max_min_fairness_perf,6.8,0,False,1000,79.7763012894694,3.498726155598958,16.83863226996528,55.93783528645834,237.46325347222228,838.1137520833333,1022.5060102083505,1213.8108333333332
