scheduler,arrived_pct,occupied_nodes,run
Random,2.0,109,0
Random,4.0,203,0
Random,6.0,294,0
Random,8.0,372,0
Random,10.0,444,0
Random,12.0,508,0
Random,14.0,577,0
Random,16.0,637,0
Random,18.0,691,0
Random,20.0,735,0
Random,22.0,784,0
Random,24.0,817,0
Random,26.0,852,0
Random,28.0,886,0
Random,30.0,912,0
Random,32.0,936,0
Random,34.0,956,0
Random,36.0,969,0
Random,38.0,986,0
Random,40.0,1006,0
Random,42.0,1026,0
Random,44.0,1039,0
Random,46.0,1045,0
Random,48.0,1051,0
Random,50.0,1056,0
Random,52.0,1066,0
Random,54.0,1070,0
Random,56.0,1072,0
Random,58.0,1074,0
Random,60.0,1080,0
Random,62.0,1080,0
Random,64.0,1081,0
Random,66.0,1083,0
Random,68.0,1084,0
Random,70.0,1087,0
Random,72.0,1091,0
Random,74.0,1095,0
Random,76.0,1097,0
Random,78.0,1099,0
Random,80.0,1100,0
Random,82.0,1100,0
Random,84.0,1100,0
Random,86.0,1100,0
Random,88.0,1100,0
Random,90.0,1100,0
Random,92.0,1100,0
Random,94.0,1100,0
Random,96.0,1100,0
Random,98.0,1100,0
Random,100.0,1100,0
Random,102.0,1100,0
Random,104.0,1100,0
Random,106.0,1100,0
Random,108.0,1100,0
Clustering,2.0,80,0
Clustering,4.0,146,0
Clustering,6.0,194,0
Clustering,8.0,244,0
Clustering,10.0,302,0
Clustering,12.0,358,0
Clustering,14.0,414,0
Clustering,16.0,469,0
Clustering,18.0,513,0
Clustering,20.0,541,0
Clustering,22.0,557,0
Clustering,24.0,571,0
Clustering,26.0,586,0
Clustering,28.0,600,0
Clustering,30.0,614,0
Clustering,32.0,628,0
Clustering,34.0,643,0
Clustering,36.0,657,0
Clustering,38.0,671,0
Clustering,40.0,685,0
Clustering,42.0,699,0
Clustering,44.0,713,0
Clustering,46.0,728,0
Clustering,48.0,742,0
Clustering,50.0,756,0
Clustering,52.0,771,0
Clustering,54.0,785,0
Clustering,56.0,799,0
Clustering,58.0,813,0
Clustering,60.0,827,0
Clustering,62.0,842,0
Clustering,64.0,856,0
Clustering,66.0,870,0
Clustering,68.0,884,0
Clustering,70.0,901,0
Clustering,72.0,923,0
Clustering,74.0,946,0
Clustering,76.0,969,0
Clustering,78.0,992,0
Clustering,80.0,1014,0
Clustering,82.0,1030,0
Clustering,84.0,1044,0
Clustering,86.0,1057,0
Clustering,88.0,1072,0
Clustering,90.0,1089,0
Clustering,92.0,1100,0
Clustering,94.0,1100,0
Clustering,96.0,1100,0
Clustering,98.0,1100,0
Clustering,100.0,1100,0
Clustering,102.0,1100,0
Clustering,104.0,1100,0
Clustering,106.0,1100,0
Clustering,108.0,1100,0
FGD-Full,2.0,65,0
FGD-Full,4.0,105,0
FGD-Full,6.0,138,0
FGD-Full,8.0,174,0
FGD-Full,10.0,207,0
FGD-Full,12.0,240,0
FGD-Full,14.0,274,0
FGD-Full,16.0,291,0
FGD-Full,18.0,305,0
FGD-Full,20.0,318,0
FGD-Full,22.0,331,0
FGD-Full,24.0,346,0
FGD-Full,26.0,360,0
FGD-Full,28.0,377,0
FGD-Full,30.0,393,0
FGD-Full,32.0,407,0
FGD-Full,34.0,421,0
FGD-Full,36.0,435,0
FGD-Full,38.0,452,0
FGD-Full,40.0,464,0
FGD-Full,42.0,479,0
FGD-Full,44.0,495,0
FGD-Full,46.0,510,0
FGD-Full,48.0,526,0
FGD-Full,50.0,543,0
FGD-Full,52.0,560,0
FGD-Full,54.0,574,0
FGD-Full,56.0,590,0
FGD-Full,58.0,605,0
FGD-Full,60.0,619,0
FGD-Full,62.0,636,0
FGD-Full,64.0,652,0
FGD-Full,66.0,666,0
FGD-Full,68.0,681,0
FGD-Full,70.0,697,0
FGD-Full,72.0,722,0
FGD-Full,74.0,774,0
FGD-Full,76.0,827,0
FGD-Full,78.0,882,0
FGD-Full,80.0,935,0
FGD-Full,82.0,968,0
FGD-Full,84.0,981,0
FGD-Full,86.0,992,0
FGD-Full,88.0,993,0
FGD-Full,90.0,1003,0
FGD-Full,92.0,1012,0
FGD-Full,94.0,1047,0
FGD-Full,96.0,1100,0
FGD-Full,98.0,1100,0
FGD-Full,100.0,1100,0
FGD-Full,102.0,1100,0
FGD-Full,104.0,1100,0
FGD-Full,106.0,1100,0
FGD-Full,108.0,1100,0
FGD-2000,2.0,79,0
FGD-2000,4.0,105,0
FGD-2000,6.0,121,0
