scheduler,arrived_pct,unalloc_gpu_pct,run
Random,2.0,97.99182512884308,0
Random,4.0,95.98365025768616,0
Random,6.0,93.99324684556602,0
Random,8.0,91.9850719744091,0
Random,10.0,89.99466856228896,0
Random,12.0,87.98649369113204,0
Random,14.0,85.99609027901191,0
Random,16.0,83.98791540785498,0
Random,18.0,81.99751199573485,0
Random,20.0,79.98933712457793,0
Random,22.0,77.9989337124578,0
Random,24.0,75.99075884130087,0
Random,26.0,73.98258397014395,0
Random,28.0,71.9921805580238,0
Random,30.0,69.9840056868669,0
Random,32.0,67.99360227474676,0
Random,34.0,65.98542740358984,0
Random,36.0,63.9950239914697,0
Random,38.0,61.98684912031278,0
Random,40.0,59.996445708192645,0
Random,42.0,57.988270837035714,0
Random,44.0,55.99786742491558,0
Random,46.0,53.98969255375866,0
Random,48.0,51.99928914163853,0
Random,50.0,49.99111427048161,0
Random,52.0,47.982939399324685,0
Random,54.0,45.99253598720455,0
Random,56.0,43.98436111604763,0
Random,58.0,41.99395770392749,0
Random,60.0,39.985782832770575,0
Random,62.0,37.99537942065044,0
Random,64.0,35.98720454949351,0
Random,66.0,33.99680113737338,0
Random,68.0,31.988626266216457,0
Random,70.0,29.99555713524079,0
Random,72.0,27.997156566554075,0
Random,74.0,25.99768971032517,0
Random,76.0,23.99946685622884,0
Random,78.0,21.99928914163847,0
Random,80.0,19.99218055802378,0
Random,82.0,19.18748889283808,0
Random,84.0,18.903145548249483,0
Random,86.0,18.40554469521945,0
Random,88.0,18.085658432557285,0
Random,90.0,16.315976541674054,0
Random,92.0,14.313133108228174,0
Random,94.0,12.322196552336944,0
Random,96.0,11.4928025590901,0
Random,98.0,11.42882530655767,0
Random,100.0,11.42882530655767,0
Random,102.0,11.42882530655767,0
Random,104.0,11.42882530655767,0
Random,106.0,11.42882530655767,0
Random,108.0,11.42882530655767,0
Clustering,2.0,97.99182512884308,0
Clustering,4.0,95.98365025768616,0
Clustering,6.0,93.99324684556602,0
Clustering,8.0,91.9850719744091,0
Clustering,10.0,89.99466856228896,0
Clustering,12.0,87.98649369113204,0
Clustering,14.0,85.99609027901191,0
Clustering,16.0,83.98791540785498,0
Clustering,18.0,81.99751199573485,0
Clustering,20.0,79.98933712457793,0
Clustering,22.0,77.9989337124578,0
Clustering,24.0,75.99075884130087,0
Clustering,26.0,73.98258397014395,0
Clustering,28.0,71.9921805580238,0
Clustering,30.0,69.9840056868669,0
Clustering,32.0,67.99360227474676,0
Clustering,34.0,65.98542740358984,0
Clustering,36.0,63.9950239914697,0
Clustering,38.0,61.98684912031278,0
Clustering,40.0,59.996445708192645,0
Clustering,42.0,57.988270837035714,0
Clustering,44.0,55.99786742491558,0
Clustering,46.0,53.98969255375866,0
Clustering,48.0,51.99928914163853,0
Clustering,50.0,49.99111427048161,0
Clustering,52.0,47.982939399324685,0
Clustering,54.0,45.99253598720455,0
Clustering,56.0,43.98436111604763,0
Clustering,58.0,41.99395770392749,0
Clustering,60.0,39.985782832770575,0
Clustering,62.0,37.99537942065044,0
Clustering,64.0,35.98720454949351,0
Clustering,66.0,33.99680113737338,0
Clustering,68.0,31.988626266216457,0
Clustering,70.0,29.9955571352408,0
Clustering,72.0,27.997156566554114,0
Clustering,74.0,25.99768971032522,0
Clustering,76.0,23.999466856228896,0
Clustering,78.0,21.99928914163853,0
Clustering,80.0,19.99218055802381,0
Clustering,82.0,17.907943842189443,0
Clustering,84.0,15.917540430069305,0
Clustering,86.0,13.998222854096317,0
Clustering,88.0,11.901190687755461,0
Clustering,90.0,9.989337124577922,0
Clustering,92.0,8.770925893015812,0
Clustering,94.0,8.759374444641901,0
Clustering,96.0,8.759374444641901,0
Clustering,98.0,8.74782299626799,0
Clustering,100.0,8.74782299626799,0
Clustering,102.0,8.74782299626799,0
Clustering,104.0,8.74782299626799,0
Clustering,106.0,8.74782299626799,0
Clustering,108.0,8.74782299626799,0
FGD-Full,2.0,97.99182512884308,0
FGD-Full,4.0,95.98365025768616,0
FGD-Full,6.0,93.99324684556602,0
FGD-Full,8.0,91.9850719744091,0
FGD-Full,10.0,89.99466856228896,0
FGD-Full,12.0,87.98649369113204,0
FGD-Full,14.0,85.99609027901191,0
FGD-Full,16.0,83.98791540785498,0
FGD-Full,18.0,81.99751199573485,0
FGD-Full,20.0,79.98933712457793,0
FGD-Full,22.0,77.9989337124578,0
FGD-Full,24.0,75.99075884130087,0
FGD-Full,26.0,73.98258397014395,0
FGD-Full,28.0,71.9921805580238,0
FGD-Full,30.0,69.9840056868669,0
FGD-Full,32.0,67.99360227474676,0
FGD-Full,34.0,65.98542740358984,0
FGD-Full,36.0,63.9950239914697,0
FGD-Full,38.0,61.98684912031278,0
FGD-Full,40.0,59.996445708192645,0
FGD-Full,42.0,57.988270837035714,0
FGD-Full,44.0,55.99786742491558,0
FGD-Full,46.0,53.98969255375866,0
FGD-Full,48.0,51.99928914163853,0
FGD-Full,50.0,49.99111427048161,0
FGD-Full,52.0,47.982939399324685,0
FGD-Full,54.0,45.99253598720455,0
FGD-Full,56.0,43.98436111604763,0
FGD-Full,58.0,41.99395770392749,0
FGD-Full,60.0,39.985782832770575,0
FGD-Full,62.0,37.99537942065044,0
FGD-Full,64.0,35.98720454949351,0
FGD-Full,66.0,33.99680113737338,0
FGD-Full,68.0,31.988626266216457,0
FGD-Full,70.0,29.9955571352408,0
FGD-Full,72.0,27.99715656655411,0
FGD-Full,74.0,25.997689710325204,0
FGD-Full,76.0,23.999466856228892,0
FGD-Full,78.0,21.999289141638513,0
FGD-Full,80.0,19.992180558023794,0
FGD-Full,82.0,17.90794384218942,0
FGD-Full,84.0,15.917540430069291,0
FGD-Full,86.0,14.140394526390597,0
FGD-Full,88.0,13.96267993602273,0
FGD-Full,90.0,12.192998045139504,0
FGD-Full,92.0,10.190154611693615,0
FGD-Full,94.0,8.199218055802374,0
FGD-Full,96.0,6.202239203838629,0
FGD-Full,98.0,4.860316331970848,0
FGD-Full,100.0,4.860316331970848,0
FGD-Full,102.0,4.860316331970848,0
FGD-Full,104.0,4.860316331970848,0
FGD-Full,106.0,4.860316331970848,0
FGD-Full,108.0,4.860316331970848,0
FGD-2000,2.0,97.99182512884308,0
FGD-2000,4.0,95.98365025768616,0
FGD-2000,6.0,93.99324684556602,0
FGD-2000,8.0,91.9850719744091,0
FGD-2000,10.0,89.99466856228896,0
FGD-2000,12.0,87.98649369113204,0
FGD-2000,14.0,85.99609027901191,0
FGD-2000,16.0,83.98791540785498,0
FGD-2000,18.0,81.99751199573485,0
FGD-2000,20.0,79.98933712457793,0
FGD-2000,22.0,77.9989337124578,0
FGD-2000,24.0,75.99075884130087,0
FGD-2000,26.0,73.98258397014395,0
FGD-2000,28.0,71.9921805580238,0
FGD-2000,30.0,69.9840056868669,0
FGD-2000,32.0,67.99360227474676,0
FGD-2000,34.0,65.98542740358984,0
FGD-2000,36.0,63.9950239914697,0
FGD-2000,38.0,61.98684912031278,0
FGD-2000,40.0,59.996445708192645,0
FGD-2000,42.0,57.988270837035714,0
FGD-2000,44.0,55.99786742491558,0
FGD-2000,46.0,53.98969255375866,0
FGD-2000,48.0,51.99928914163853,0
FGD-2000,50.0,49.99111427048161,0
FGD-2000,52.0,47.982939399324685,0
FGD-2000,54.0,45.99253598720455,0
FGD-2000,56.0,43.98436111604763,0
FGD-2000,58.0,41.99395770392749,0
FGD-2000,60.0,39.985782832770575,0
FGD-2000,62.0,37.99537942065044,0
FGD-2000,64.0,35.98720454949351,0
FGD-2000,66.0,33.99680113737338,0
FGD-2000,68.0,31.988626266216457,0
FGD-2000,70.0,29.9955571352408,0
FGD-2000,72.0,27.997156566554104,0
FGD-2000,74.0,25.9976897103252,0
FGD-2000,76.0,23.999466856228885,0
FGD-2000,78.0,21.999289141638513,0
FGD-2000,80.0,19.992180558023804,0
FGD-2000,82.0,17.907943842189436,0
FGD-2000,84.0,15.917540430069298,0
FGD-2000,86.0,14.140394526390606,0
FGD-2000,88.0,13.962679936022738,0
FGD-2000,90.0,12.192998045139495,0
FGD-2000,92.0,10.190154611693611,0
FGD-2000,94.0,8.199218055802364,0
FGD-2000,96.0,6.202239203838619,0
FGD-2000,98.0,4.200995201706053,0
FGD-2000,100.0,4.200995201706053,0
FGD-2000,102.0,4.200995201706053,0
FGD-2000,104.0,4.200995201706053,0
FGD-2000,106.0,4.200995201706053,0
FGD-2000,108.0,4.200995201706053,0
