scheduler,arrived_workload_pct,frag_rate,frag_total_pct,run
Random,0.0,13.872568349048816,13.872568349048816,0
Random,2.0,13.883231494290438,13.587161158531622,0
Random,4.0,13.893102416459746,13.320292791327587,0
Random,6.0,13.90357762423095,13.053598825095452,0
Random,8.0,13.99014740032117,12.868847155511354,0
Random,10.0,14.204863226655517,12.7836195805551,0
Random,12.0,14.274931125817961,12.560011374431262,0
Random,14.0,14.341760528061332,12.333353331311317,0
Random,16.0,14.602451849061495,12.264294906462524,0
Random,18.0,14.809013975046135,12.143023010638505,0
Random,20.0,14.991249354902763,11.991400985679286,0
Random,22.0,15.136022879037029,11.805936452122538,0
Random,24.0,15.307264752673772,11.632106643403777,0
Random,26.0,15.448848175795915,11.429457074078265,0
Random,28.0,15.62699174824213,11.250212115181956,0
Random,30.0,15.78097034954436,11.044155186867902,0
Random,32.0,16.030589346073164,10.899775162266916,0
Random,34.0,16.22828723946059,10.708304695240303,0
Random,36.0,16.466169439902988,10.537529083541967,0
Random,38.0,16.777162805772726,10.399634595083574,0
Random,40.0,17.033033355580308,10.219214609639081,0
Random,42.0,17.294169739100372,10.0285899873262,0
Random,44.0,17.57786209901418,9.843227914340444,0
Random,46.0,17.850884220223815,9.637637508626257,0
Random,48.0,18.267112323139877,9.498768554737387,0
Random,50.0,18.80993700563798,9.403297102694088,0
Random,52.0,19.2601452040853,9.241583801498189,0
Random,54.0,19.905864122628277,9.155211720163848,0
Random,56.0,20.48430824436705,9.009892110326719,0
Random,58.0,21.079343302475063,8.85205051070705,0
Random,60.0,21.39458074364837,8.554790594136987,0
Random,62.0,21.847514162621977,8.30104590006856,0
Random,64.0,22.42107367426297,8.068717645349656,0
Random,66.0,22.863694868076227,7.772924876955717,0
Random,68.0,22.78269817904252,7.287872173854014,0
Random,70.0,22.823354196800942,6.846600654736092,0
Random,72.0,22.668341199744418,6.344879578744883,0
Random,74.0,22.93809116868349,5.96382217518819,0
Random,76.0,23.05116672118627,5.530313679332053,0
Random,78.0,23.508076593940284,5.168559999951151,0
Random,80.0,25.73254966955456,5.146464203415695,0
Random,82.0,28.785470777773405,5.181077804110371,0
Random,84.0,32.589368063600304,5.213661813494539,0
Random,86.0,37.371620727719005,5.230964264717642,0
Random,88.0,43.88133634652382,5.264122707303011,0
Random,90.0,53.6398768589181,5.36150921281853,0
Random,92.0,68.46407776531787,5.473354430909562,0
Random,94.0,97.0306507330551,5.812354974691793,0
Random,96.0,98.24009051172233,5.805366073744044,0
Random,98.0,98.24009051172233,5.805366073744044,0
Random,100.0,98.24009051172233,5.805366073744044,0
Random,102.0,98.24009051172233,5.805366073744044,0
Random,104.0,98.24009051172233,5.805366073744044,0
Random,106.0,98.99048302808174,5.320012790567271,0
Random,108.0,98.99825901437158,5.095762527265406,0
Clustering,0.0,13.872568349048816,13.872568349048816,0
Clustering,2.0,13.883142393666786,13.587073958045673,0
Clustering,4.0,13.892684044852993,13.319891669092215,0
Clustering,6.0,13.902295900881468,13.052395458389334,0
Clustering,8.0,13.86506786436372,12.753792654335635,0
Clustering,10.0,13.860531710300423,12.473739573655829,0
Clustering,12.0,13.85570742441771,12.191151138847001,0
Clustering,14.0,13.91432183025504,11.96577276285839,0
Clustering,16.0,15.391581845070526,12.9270687399686,0
Clustering,18.0,15.42365780555224,12.647015659288794,0
Clustering,20.0,15.457681522740796,12.364496984868726,0
Clustering,22.0,15.493088596234006,12.08444390418892,0
Clustering,24.0,16.18047726957673,12.295667461295558,0
Clustering,26.0,16.41684820031216,12.145608505047008,0
Clustering,28.0,16.500042151479242,11.878740137842975,0
Clustering,30.0,16.5886905773542,11.609430157032316,0
Clustering,32.0,16.68180742063872,11.342561789828281,0
Clustering,34.0,16.781428907847495,11.073297589272748,0
Clustering,36.0,16.88635857611237,10.806429222068715,0
Clustering,38.0,16.998885425763618,10.537073461002931,0
Clustering,40.0,17.11802253045213,10.270205093798898,0
Clustering,42.0,17.249444134836732,10.002654382792299,0
Clustering,44.0,17.38410614073628,9.73472870969611,0
Clustering,46.0,17.53035721553799,9.464585964244607,0
Clustering,48.0,17.68816025924376,9.197717597040562,0
Clustering,50.0,17.86129745290934,8.92906161987453,0
Clustering,52.0,18.047509359211876,8.659725478918086,0
Clustering,54.0,18.248302537718303,8.39285711171405,0
Clustering,56.0,18.469112122203256,8.123520970757609,0
Clustering,58.0,18.709007278965707,7.856652603553574,0
Clustering,60.0,18.56845491222318,7.42474205660248,0
Clustering,62.0,18.84049298134312,7.158516792982334,0
Clustering,64.0,19.143229261318762,6.889113071649279,0
Clustering,66.0,19.196819499042373,6.526304549789952,0
Clustering,68.0,19.56210473230824,6.257648572623925,0
Clustering,70.0,19.970450364868324,5.990780205419891,0
Clustering,72.0,20.440994127451315,5.721444064463448,0
Clustering,74.0,20.97942409328689,5.454575697259414,0
Clustering,76.0,21.612846654308754,5.185239556302971,0
Clustering,78.0,22.644521702451588,4.97869609287756,0
Clustering,80.0,25.551701884770527,5.110294967851771,0
Clustering,82.0,29.124929072736332,5.2421766776021625,0
Clustering,84.0,33.59074274011653,5.373862186259165,0
Clustering,86.0,39.33888953139607,5.506325959253279,0
Clustering,88.0,46.99940824786783,5.638174968821441,0
Clustering,90.0,57.73240913225468,5.770573341451102,0
Clustering,92.0,73.84666604057189,5.903664957944069,0
Clustering,94.0,98.47932575691347,6.194904378563118,0
Clustering,96.0,98.47932575691347,6.194904378563118,0
Clustering,98.0,98.47932575691347,6.194904378563118,0
Clustering,100.0,98.47932575691347,6.194904378563118,0
Clustering,102.0,98.47932575691347,6.194904378563118,0
Clustering,104.0,98.47932575691347,6.194904378563118,0
Clustering,106.0,98.97999662317318,5.991218562262798,0
Clustering,108.0,98.988503257302,5.896034610221667,0
FGD-Full,0.0,13.872568349048816,13.872568349048816,0
FGD-Full,2.0,13.883142393666786,13.587073958045673,0
FGD-Full,4.0,13.892684044852993,13.319891669092215,0
FGD-Full,6.0,13.902295900881468,13.052395458389334,0
FGD-Full,8.0,13.865143703178934,12.753862414724393,0
FGD-Full,10.0,13.881005659452939,12.492165036337246,0
FGD-Full,12.0,13.911630841917052,12.240356193056929,0
FGD-Full,14.0,13.942883822783447,11.990334959738599,0
FGD-Full,16.0,13.964859688765682,11.728794542226161,0
FGD-Full,18.0,13.989102479844304,11.470715984005974,0
FGD-Full,20.0,14.016525931757757,11.211726180707599,0
FGD-Full,22.0,14.044185202054038,10.954314706204936,0
FGD-Full,24.0,14.069377914112613,10.691427041184562,0
FGD-Full,26.0,14.092915013494443,10.426302683699548,0
FGD-Full,28.0,14.118580468990869,10.16427394346579,0
FGD-Full,30.0,14.145808735099589,9.899803589625408,0
FGD-Full,32.0,14.17460885619641,9.637827169683218,0
FGD-Full,34.0,14.204201110756589,9.37270281219819,0
FGD-Full,36.0,14.236535129948285,9.110674071964416,0
FGD-Full,38.0,14.271097569347466,8.846203718124038,0
FGD-Full,40.0,14.307893070755117,8.584227298181851,0
FGD-Full,42.0,14.346182116855994,8.319102940696837,0
FGD-Full,44.0,14.388180427167804,8.057074200463079,0
FGD-Full,46.0,14.433502911437103,7.792603846622698,0
FGD-Full,48.0,14.482173796968977,7.5306274266805096,0
FGD-Full,50.0,14.533588969201231,7.265503069195496,0
FGD-Full,52.0,14.590766183258818,7.001078495610239,0
