scheduler,arrived_pct,occupied_nodes,run
Random,2.0,258,0
Random,4.0,471,0
Random,6.0,619,0
Random,8.0,733,0
Random,10.0,813,0
Random,12.0,860,0
Random,14.0,891,0
Random,16.0,921,0
Random,18.0,952,0
Random,20.0,973,0
Random,22.0,993,0
Random,24.0,1007,0
Random,26.0,1023,0
Random,28.0,1035,0
Random,30.0,1051,0
Random,32.0,1080,0
Random,34.0,1085,0
Random,36.0,1088,0
Random,38.0,1092,0
Random,40.0,1094,0
Random,42.0,1095,0
Random,44.0,1097,0
Random,46.0,1098,0
Random,48.0,1098,0
Random,50.0,1100,0
Random,52.0,1100,0
Random,54.0,1100,0
Random,56.0,1100,0
Random,58.0,1100,0
Random,60.0,1100,0
Random,62.0,1100,0
Random,64.0,1100,0
Random,66.0,1100,0
Random,68.0,1100,0
Random,70.0,1100,0
Random,72.0,1100,0
Random,74.0,1100,0
Random,76.0,1100,0
Random,78.0,1100,0
Random,80.0,1100,0
Random,82.0,1100,0
Random,84.0,1100,0
Random,86.0,1100,0
Random,88.0,1100,0
Random,90.0,1100,0
Random,92.0,1100,0
Random,94.0,1100,0
Random,96.0,1100,0
Random,98.0,1100,0
Random,100.0,1100,0
Random,102.0,1100,0
Random,104.0,1100,0
Random,106.0,1100,0
Random,108.0,1100,0
Clustering,2.0,134,0
Clustering,4.0,195,0
Clustering,6.0,256,0
Clustering,8.0,316,0
Clustering,10.0,377,0
Clustering,12.0,446,0
Clustering,14.0,506,0
Clustering,16.0,543,0
Clustering,18.0,561,0
Clustering,20.0,580,0
Clustering,22.0,598,0
Clustering,24.0,617,0
Clustering,26.0,635,0
Clustering,28.0,653,0
Clustering,30.0,672,0
Clustering,32.0,688,0
Clustering,34.0,702,0
Clustering,36.0,717,0
Clustering,38.0,731,0
Clustering,40.0,746,0
Clustering,42.0,760,0
Clustering,44.0,774,0
Clustering,46.0,788,0
Clustering,48.0,802,0
Clustering,50.0,816,0
Clustering,52.0,830,0
Clustering,54.0,844,0
Clustering,56.0,859,0
Clustering,58.0,873,0
Clustering,60.0,887,0
Clustering,62.0,901,0
Clustering,64.0,915,0
Clustering,66.0,929,0
Clustering,68.0,943,0
Clustering,70.0,958,0
Clustering,72.0,971,0
Clustering,74.0,986,0
Clustering,76.0,1000,0
Clustering,78.0,1014,0
Clustering,80.0,1029,0
Clustering,82.0,1043,0
Clustering,84.0,1058,0
Clustering,86.0,1072,0
Clustering,88.0,1086,0
Clustering,90.0,1100,0
Clustering,92.0,1100,0
Clustering,94.0,1100,0
Clustering,96.0,1100,0
Clustering,98.0,1100,0
Clustering,100.0,1100,0
Clustering,102.0,1100,0
Clustering,104.0,1100,0
Clustering,106.0,1100,0
Clustering,108.0,1100,0
FGD-Full,2.0,92,0
FGD-Full,4.0,126,0
FGD-Full,6.0,158,0
FGD-Full,8.0,194,0
FGD-Full,10.0,226,0
FGD-Full,12.0,274,0
FGD-Full,14.0,309,0
FGD-Full,16.0,327,0
FGD-Full,18.0,346,0
FGD-Full,20.0,364,0
FGD-Full,22.0,383,0
FGD-Full,24.0,401,0
FGD-Full,26.0,420,0
FGD-Full,28.0,438,0
FGD-Full,30.0,457,0
FGD-Full,32.0,627,0
FGD-Full,34.0,642,0
FGD-Full,36.0,657,0
FGD-Full,38.0,673,0
FGD-Full,40.0,689,0
FGD-Full,42.0,705,0
FGD-Full,44.0,734,0
FGD-Full,46.0,774,0
FGD-Full,48.0,828,0
FGD-Full,50.0,883,0
FGD-Full,52.0,938,0
FGD-Full,54.0,993,0
FGD-Full,56.0,1049,0
FGD-Full,58.0,1073,0
