scheduler,arrived_pct,occupied_nodes,run
Random,2.0,146,0
Random,4.0,265,0
Random,6.0,378,0
Random,8.0,478,0
Random,10.0,563,0
Random,12.0,637,0
Random,14.0,701,0
Random,16.0,763,0
Random,18.0,814,0
Random,20.0,865,0
Random,22.0,877,0
Random,24.0,891,0
Random,26.0,906,0
Random,28.0,1042,0
Random,30.0,1046,0
Random,32.0,1054,0
Random,34.0,1061,0
Random,36.0,1066,0
Random,38.0,1068,0
Random,40.0,1071,0
Random,42.0,1076,0
Random,44.0,1081,0
Random,46.0,1082,0
Random,48.0,1085,0
Random,50.0,1094,0
Random,52.0,1095,0
Random,54.0,1095,0
Random,56.0,1096,0
Random,58.0,1097,0
Random,60.0,1098,0
Random,62.0,1098,0
Random,64.0,1098,0
Random,66.0,1098,0
Random,68.0,1098,0
Random,70.0,1098,0
Random,72.0,1098,0
Random,74.0,1098,0
Random,76.0,1098,0
Random,78.0,1098,0
Random,80.0,1098,0
Random,82.0,1099,0
Random,84.0,1099,0
Random,86.0,1100,0
Random,88.0,1100,0
Random,90.0,1100,0
Random,92.0,1100,0
Random,94.0,1100,0
Random,96.0,1100,0
Random,98.0,1100,0
Random,100.0,1100,0
Random,102.0,1100,0
Random,104.0,1100,0
Random,106.0,1100,0
Random,108.0,1100,0
Clustering,2.0,86,0
Clustering,4.0,161,0
Clustering,6.0,235,0
Clustering,8.0,309,0
Clustering,10.0,383,0
Clustering,12.0,457,0
Clustering,14.0,512,0
Clustering,16.0,545,0
Clustering,18.0,564,0
Clustering,20.0,583,0
Clustering,22.0,597,0
Clustering,24.0,611,0
Clustering,26.0,625,0
Clustering,28.0,639,0
Clustering,30.0,653,0
Clustering,32.0,667,0
Clustering,34.0,682,0
Clustering,36.0,696,0
Clustering,38.0,711,0
Clustering,40.0,725,0
Clustering,42.0,739,0
Clustering,44.0,753,0
Clustering,46.0,767,0
Clustering,48.0,781,0
Clustering,50.0,795,0
Clustering,52.0,809,0
Clustering,54.0,823,0
Clustering,56.0,838,0
Clustering,58.0,852,0
Clustering,60.0,866,0
Clustering,62.0,880,0
Clustering,64.0,894,0
Clustering,66.0,908,0
Clustering,68.0,922,0
Clustering,70.0,936,0
Clustering,72.0,951,0
Clustering,74.0,965,0
Clustering,76.0,979,0
Clustering,78.0,994,0
Clustering,80.0,1008,0
Clustering,82.0,1022,0
Clustering,84.0,1037,0
Clustering,86.0,1051,0
Clustering,88.0,1065,0
Clustering,90.0,1079,0
Clustering,92.0,1093,0
Clustering,94.0,1100,0
Clustering,96.0,1100,0
Clustering,98.0,1100,0
Clustering,100.0,1100,0
Clustering,102.0,1100,0
Clustering,104.0,1100,0
Clustering,106.0,1100,0
Clustering,108.0,1100,0
FGD-Full,2.0,84,0
FGD-Full,4.0,152,0
FGD-Full,6.0,182,0
FGD-Full,8.0,208,0
FGD-Full,10.0,227,0
FGD-Full,12.0,245,0
FGD-Full,14.0,264,0
FGD-Full,16.0,282,0
FGD-Full,18.0,301,0
FGD-Full,20.0,320,0
FGD-Full,22.0,334,0
FGD-Full,24.0,347,0
FGD-Full,26.0,362,0
FGD-Full,28.0,524,0
FGD-Full,30.0,541,0
FGD-Full,32.0,555,0
FGD-Full,34.0,570,0
FGD-Full,36.0,585,0
FGD-Full,38.0,601,0
FGD-Full,40.0,619,0
FGD-Full,42.0,633,0
FGD-Full,44.0,649,0
FGD-Full,46.0,661,0
FGD-Full,48.0,675,0
FGD-Full,50.0,689,0
FGD-Full,52.0,704,0
FGD-Full,54.0,720,0
FGD-Full,56.0,775,0
FGD-Full,58.0,831,0
FGD-Full,60.0,887,0
FGD-Full,62.0,943,0
FGD-Full,64.0,999,0
FGD-Full,66.0,1055,0
FGD-Full,68.0,1078,0
FGD-Full,70.0,1092,0
FGD-Full,72.0,1100,0
FGD-Full,74.0,1100,0
FGD-Full,76.0,1100,0
FGD-Full,78.0,1100,0
FGD-Full,80.0,1100,0
FGD-Full,82.0,1100,0
FGD-Full,84.0,1100,0
FGD-Full,86.0,1100,0
FGD-Full,88.0,1100,0
FGD-Full,90.0,1100,0
FGD-Full,92.0,1100,0
FGD-Full,94.0,1100,0
FGD-Full,96.0,1100,0
FGD-Full,98.0,1100,0
FGD-Full,100.0,1100,0
FGD-Full,102.0,1100,0
FGD-Full,104.0,1100,0
FGD-Full,106.0,1100,0
FGD-Full,108.0,1100,0
FGD-2000,2.0,93,0
FGD-2000,4.0,151,0
FGD-2000,6.0,182,0
FGD-2000,8.0,208,0
FGD-2000,10.0,227,0
FGD-2000,12.0,245,0
FGD-2000,14.0,264,0
FGD-2000,16.0,282,0
FGD-2000,18.0,301,0
FGD-2000,20.0,320,0
FGD-2000,22.0,334,0
FGD-2000,24.0,347,0
FGD-2000,26.0,361,0
FGD-2000,28.0,476,0
FGD-2000,30.0,491,0
FGD-2000,32.0,504,0
FGD-2000,34.0,518,0
FGD-2000,36.0,531,0
FGD-2000,38.0,545,0
FGD-2000,40.0,559,0
FGD-2000,42.0,573,0
FGD-2000,44.0,587,0
FGD-2000,46.0,601,0
FGD-2000,48.0,615,0
FGD-2000,50.0,629,0
FGD-2000,52.0,643,0
FGD-2000,54.0,658,0
FGD-2000,56.0,673,0
FGD-2000,58.0,687,0
FGD-2000,60.0,701,0
FGD-2000,62.0,715,0
FGD-2000,64.0,762,0
FGD-2000,66.0,818,0
FGD-2000,68.0,873,0
FGD-2000,70.0,929,0
FGD-2000,72.0,985,0
FGD-2000,74.0,1041,0
FGD-2000,76.0,1075,0
FGD-2000,78.0,1089,0
FGD-2000,80.0,1100,0
FGD-2000,82.0,1100,0
FGD-2000,84.0,1100,0
FGD-2000,86.0,1100,0
FGD-2000,88.0,1100,0
FGD-2000,90.0,1100,0
FGD-2000,92.0,1100,0
FGD-2000,94.0,1100,0
FGD-2000,96.0,1100,0
FGD-2000,98.0,1100,0
FGD-2000,100.0,1100,0
FGD-2000,102.0,1100,0
FGD-2000,104.0,1100,0
FGD-2000,106.0,1100,0
FGD-2000,108.0,1100,0
